,ticker,name,market,locale,active,currency_symbol,currency_name,base_currency_symbol,base_currency_name,last_updated_utc
1102,C:USDAUD,United States dollar - Australian dollar,fx,global,True,AUD,Australian dollar,USD,United States dollar,2017-01-01T00:00:00Z
1103,C:USDAWG,United States dollar - Aruban florin,fx,global,True,AWG,Aruban florin,USD,United States dollar,2017-01-01T00:00:00Z
1104,C:USDBAM,United States dollar - Bosnia and Herzegovina convertible mark,fx,global,True,BAM,Bosnia and Herzegovina convertible mark,USD,United States dollar,2017-01-01T00:00:00Z
1105,C:USDBBD,United States dollar - Barbados dollar,fx,global,True,BBD,Barbados dollar,USD,United States dollar,2017-01-01T00:00:00Z
1106,C:USDBDT,United States dollar - Bangladeshi taka,fx,global,True,BDT,Bangladeshi taka,USD,United States dollar,2017-01-01T00:00:00Z
1107,C:USDBGN,United States dollar - Bulgarian lev,fx,global,True,BGN,Bulgarian lev,USD,United States dollar,2017-01-01T00:00:00Z
1108,C:USDBHD,United States dollar - Bahraini dinar,fx,global,True,BHD,Bahraini dinar,USD,United States dollar,2017-01-01T00:00:00Z
1109,C:USDBIF,United States dollar - Burundian franc,fx,global,True,BIF,Burundian franc,USD,United States dollar,2017-01-01T00:00:00Z
1110,C:USDBND,United States dollar - Brunei dollar,fx,global,True,BND,Brunei dollar,USD,United States dollar,2017-01-01T00:00:00Z
1111,C:USDBOB,United States dollar - Boliviano,fx,global,True,BOB,Boliviano,USD,United States dollar,2017-01-01T00:00:00Z
1112,C:USDBRL,United States dollar - Brazilian real,fx,global,True,BRL,Brazilian real,USD,United States dollar,2017-01-01T00:00:00Z
1113,C:USDBSD,United States dollar - Bahamian dollar,fx,global,True,BSD,Bahamian dollar,USD,United States dollar,2017-01-01T00:00:00Z
1114,C:USDBWP,United States dollar - Botswana pula,fx,global,True,BWP,Botswana pula,USD,United States dollar,2017-01-01T00:00:00Z
1115,C:USDBYR,United States dollar - Belarusian ruble,fx,global,True,BYR,Belarusian ruble,USD,United States dollar,2017-01-01T00:00:00Z
1116,C:USDBZD,United States dollar - Belize dollar,fx,global,True,BZD,Belize dollar,USD,United States dollar,2017-01-01T00:00:00Z
1117,C:USDCAD,United States dollar - Canadian dollar,fx,global,True,CAD,Canadian dollar,USD,United States dollar,2017-01-01T00:00:00Z
1118,C:USDCDF,United States dollar - Congolese franc,fx,global,True,CDF,Congolese franc,USD,United States dollar,2017-01-01T00:00:00Z
1119,C:USDCHF,United States dollar - Swiss franc,fx,global,True,CHF,Swiss franc,USD,United States dollar,2017-01-01T00:00:00Z
1120,C:USDCLP,United States dollar - Chilean peso,fx,global,True,CLP,Chilean peso,USD,United States dollar,2017-01-01T00:00:00Z
1121,C:USDCNH,United States dollar - Chinese yuan,fx,global,True,CNH,Chinese yuan,USD,United States dollar,2017-01-01T00:00:00Z
1122,C:USDCNY,United States dollar - Chinese yuan,fx,global,True,CNY,Chinese yuan,USD,United States dollar,2017-01-01T00:00:00Z
1123,C:USDCOP,United States dollar - Colombian peso,fx,global,True,COP,Colombian peso,USD,United States dollar,2017-01-01T00:00:00Z
1124,C:USDCRC,United States dollar - Costa Rican colon,fx,global,True,CRC,Costa Rican colon,USD,United States dollar,2017-01-01T00:00:00Z
1125,C:USDCUP,United States dollar - Cuban peso,fx,global,True,CUP,Cuban peso,USD,United States dollar,2017-01-01T00:00:00Z
1126,C:USDCVE,United States dollar - Cape Verde escudo,fx,global,True,CVE,Cape Verde escudo,USD,United States dollar,2017-01-01T00:00:00Z
1127,C:USDCZK,United States dollar - Czech koruna,fx,global,True,CZK,Czech koruna,USD,United States dollar,2017-01-01T00:00:00Z
1128,C:USDDJF,United States dollar - Djiboutian franc,fx,global,True,DJF,Djiboutian franc,USD,United States dollar,2017-01-01T00:00:00Z
1129,C:USDDKK,United States dollar - Danish krone,fx,global,True,DKK,Danish krone,USD,United States dollar,2017-01-01T00:00:00Z
1130,C:USDDOP,United States dollar - Dominican peso,fx,global,True,DOP,Dominican peso,USD,United States dollar,2017-01-01T00:00:00Z
1131,C:USDDZD,United States dollar - Algerian dinar,fx,global,True,DZD,Algerian dinar,USD,United States dollar,2017-01-01T00:00:00Z
1132,C:USDEGP,United States dollar - Egyptian pound,fx,global,True,EGP,Egyptian pound,USD,United States dollar,2017-01-01T00:00:00Z
1133,C:USDETB,United States dollar - Ethiopian birr,fx,global,True,ETB,Ethiopian birr,USD,United States dollar,2017-01-01T00:00:00Z
1134,C:USDEUR,United States dollar - Euro,fx,global,True,EUR,Euro,USD,United States dollar,2017-01-01T00:00:00Z
1135,C:USDFJD,United States dollar - Fiji dollar,fx,global,True,FJD,Fiji dollar,USD,United States dollar,2017-01-01T00:00:00Z
1136,C:USDGBP,United States dollar - Pound sterling,fx,global,True,GBP,Pound sterling,USD,United States dollar,2017-01-01T00:00:00Z
1137,C:USDGHS,United States dollar - Ghanaian cedi,fx,global,True,GHS,Ghanaian cedi,USD,United States dollar,2017-01-01T00:00:00Z
1138,C:USDGMD,United States dollar - Gambian dalasi,fx,global,True,GMD,Gambian dalasi,USD,United States dollar,2017-01-01T00:00:00Z
1139,C:USDGNF,United States dollar - Guinean franc,fx,global,True,GNF,Guinean franc,USD,United States dollar,2017-01-01T00:00:00Z
1140,C:USDGTQ,United States dollar - Guatemalan quetzal,fx,global,True,GTQ,Guatemalan quetzal,USD,United States dollar,2017-01-01T00:00:00Z
1141,C:USDGYD,United States dollar - Guyanese dollar,fx,global,True,GYD,Guyanese dollar,USD,United States dollar,2017-01-01T00:00:00Z
1142,C:USDHKD,United States dollar - Hong Kong dollar,fx,global,True,HKD,Hong Kong dollar,USD,United States dollar,2017-01-01T00:00:00Z
1143,C:USDHNL,United States dollar - Honduran lempira,fx,global,True,HNL,Honduran lempira,USD,United States dollar,2017-01-01T00:00:00Z
1144,C:USDHRK,United States dollar - Croatian kuna,fx,global,True,HRK,Croatian kuna,USD,United States dollar,2017-01-01T00:00:00Z
1145,C:USDHTG,United States dollar - Haitian gourde,fx,global,True,HTG,Haitian gourde,USD,United States dollar,2017-01-01T00:00:00Z
1146,C:USDHUF,United States dollar - Hungarian forint,fx,global,True,HUF,Hungarian forint,USD,United States dollar,2017-01-01T00:00:00Z
1147,C:USDIDR,United States dollar - Indonesian rupiah,fx,global,True,IDR,Indonesian rupiah,USD,United States dollar,2017-01-01T00:00:00Z
1148,C:USDILS,United States dollar - Israeli new shekel,fx,global,True,ILS,Israeli new shekel,USD,United States dollar,2017-01-01T00:00:00Z
1149,C:USDINR,United States dollar - Indian rupee,fx,global,True,INR,Indian rupee,USD,United States dollar,2017-01-01T00:00:00Z
1150,C:USDIQD,United States dollar - Iraqi dinar,fx,global,True,IQD,Iraqi dinar,USD,United States dollar,2017-01-01T00:00:00Z
1151,C:USDISK,United States dollar - Icelandic króna,fx,global,True,ISK,Icelandic króna,USD,United States dollar,2017-01-01T00:00:00Z
1152,C:USDJMD,United States dollar - Jamaican dollar,fx,global,True,JMD,Jamaican dollar,USD,United States dollar,2017-01-01T00:00:00Z
1153,C:USDJOD,United States dollar - Jordanian dinar,fx,global,True,JOD,Jordanian dinar,USD,United States dollar,2017-01-01T00:00:00Z
1154,C:USDJPY,United States dollar - Japanese yen,fx,global,True,JPY,Japanese yen,USD,United States dollar,2017-01-01T00:00:00Z
1155,C:USDKES,United States dollar - Kenyan shilling,fx,global,True,KES,Kenyan shilling,USD,United States dollar,2017-01-01T00:00:00Z
1156,C:USDKHR,United States dollar - Cambodian riel,fx,global,True,KHR,Cambodian riel,USD,United States dollar,2017-01-01T00:00:00Z
1157,C:USDKMF,United States dollar - Comoro franc,fx,global,True,KMF,Comoro franc,USD,United States dollar,2017-01-01T00:00:00Z
1158,C:USDKRW,United States dollar - South Korean won,fx,global,True,KRW,South Korean won,USD,United States dollar,2017-01-01T00:00:00Z
1159,C:USDKWD,United States dollar - Kuwaiti dinar,fx,global,True,KWD,Kuwaiti dinar,USD,United States dollar,2017-01-01T00:00:00Z
1160,C:USDKYD,United States dollar - Cayman Islands dollar,fx,global,True,KYD,Cayman Islands dollar,USD,United States dollar,2017-01-01T00:00:00Z
1161,C:USDKZT,United States dollar - Kazakhstani tenge,fx,global,True,KZT,Kazakhstani tenge,USD,United States dollar,2017-01-01T00:00:00Z
1162,C:USDLAK,United States dollar - Lao kip,fx,global,True,LAK,Lao kip,USD,United States dollar,2017-01-01T00:00:00Z
1163,C:USDLBP,United States dollar - Lebanese pound,fx,global,True,LBP,Lebanese pound,USD,United States dollar,2017-01-01T00:00:00Z
1164,C:USDLKR,United States dollar - Sri Lankan rupee,fx,global,True,LKR,Sri Lankan rupee,USD,United States dollar,2017-01-01T00:00:00Z
1165,C:USDLRD,United States dollar - Liberian dollar,fx,global,True,LRD,Liberian dollar,USD,United States dollar,2017-01-01T00:00:00Z
1166,C:USDLSL,United States dollar - Lesotho loti,fx,global,True,LSL,Lesotho loti,USD,United States dollar,2017-01-01T00:00:00Z
1167,C:USDLYD,United States dollar - Libyan dinar,fx,global,True,LYD,Libyan dinar,USD,United States dollar,2017-01-01T00:00:00Z
1168,C:USDMAD,United States dollar - Moroccan dirham,fx,global,True,MAD,Moroccan dirham,USD,United States dollar,2017-01-01T00:00:00Z
1169,C:USDMDL,United States dollar - Moldovan leu,fx,global,True,MDL,Moldovan leu,USD,United States dollar,2017-01-01T00:00:00Z
1170,C:USDMGA,United States dollar - Malagasy ariary,fx,global,True,MGA,Malagasy ariary,USD,United States dollar,2017-01-01T00:00:00Z
1171,C:USDMKD,United States dollar - Macedonian denar,fx,global,True,MKD,Macedonian denar,USD,United States dollar,2017-01-01T00:00:00Z
1172,C:USDMMK,United States dollar - Myanma kyat,fx,global,True,MMK,Myanma kyat,USD,United States dollar,2017-01-01T00:00:00Z
1173,C:USDMOP,United States dollar - Macanese pataca,fx,global,True,MOP,Macanese pataca,USD,United States dollar,2017-01-01T00:00:00Z
1174,C:USDMRO,United States dollar - Mauritanian ouguiya,fx,global,True,MRO,Mauritanian ouguiya,USD,United States dollar,2017-01-01T00:00:00Z
1175,C:USDMUR,United States dollar - Mauritian rupee,fx,global,True,MUR,Mauritian rupee,USD,United States dollar,2017-01-01T00:00:00Z
1176,C:USDMVR,United States dollar - Maldivian rufiyaa,fx,global,True,MVR,Maldivian rufiyaa,USD,United States dollar,2017-01-01T00:00:00Z
1177,C:USDMWK,United States dollar - Malawian kwacha,fx,global,True,MWK,Malawian kwacha,USD,United States dollar,2017-01-01T00:00:00Z
1178,C:USDMXN,United States dollar - Mexican peso,fx,global,True,MXN,Mexican peso,USD,United States dollar,2017-01-01T00:00:00Z
1179,C:USDMYR,United States dollar - Malaysian ringgit,fx,global,True,MYR,Malaysian ringgit,USD,United States dollar,2017-01-01T00:00:00Z
1180,C:USDMZN,United States dollar - Mozambican metical,fx,global,True,MZN,Mozambican metical,USD,United States dollar,2017-01-01T00:00:00Z
1181,C:USDNAD,United States dollar - Namibian dollar,fx,global,True,NAD,Namibian dollar,USD,United States dollar,2017-01-01T00:00:00Z
1182,C:USDNGN,United States dollar - Nigerian naira,fx,global,True,NGN,Nigerian naira,USD,United States dollar,2017-01-01T00:00:00Z
1183,C:USDNIO,United States dollar - Nicaraguan córdoba,fx,global,True,NIO,Nicaraguan córdoba,USD,United States dollar,2017-01-01T00:00:00Z
1184,C:USDNOK,United States dollar - Norwegian krone,fx,global,True,NOK,Norwegian krone,USD,United States dollar,2017-01-01T00:00:00Z
1185,C:USDNPR,United States dollar - Nepalese rupee,fx,global,True,NPR,Nepalese rupee,USD,United States dollar,2017-01-01T00:00:00Z
1186,C:USDNZD,United States dollar - New Zealand dollar,fx,global,True,NZD,New Zealand dollar,USD,United States dollar,2017-01-01T00:00:00Z
1187,C:USDOMR,United States dollar - Omani rial,fx,global,True,OMR,Omani rial,USD,United States dollar,2017-01-01T00:00:00Z
1188,C:USDPAB,United States dollar - Panamanian balboa,fx,global,True,PAB,Panamanian balboa,USD,United States dollar,2017-01-01T00:00:00Z
1189,C:USDPEN,United States dollar - Peruvian nuevo sol,fx,global,True,PEN,Peruvian nuevo sol,USD,United States dollar,2017-01-01T00:00:00Z
1190,C:USDPGK,United States dollar - Papua New Guinean kina,fx,global,True,PGK,Papua New Guinean kina,USD,United States dollar,2017-01-01T00:00:00Z
1191,C:USDPHP,United States dollar - Philippine peso,fx,global,True,PHP,Philippine peso,USD,United States dollar,2017-01-01T00:00:00Z
1192,C:USDPKR,United States dollar - Pakistani rupee,fx,global,True,PKR,Pakistani rupee,USD,United States dollar,2017-01-01T00:00:00Z
1193,C:USDPLN,United States dollar - Polish złoty,fx,global,True,PLN,Polish złoty,USD,United States dollar,2017-01-01T00:00:00Z
1194,C:USDPYG,United States dollar - Paraguayan guaraní,fx,global,True,PYG,Paraguayan guaraní,USD,United States dollar,2017-01-01T00:00:00Z
1195,C:USDQAR,United States dollar - Qatari riyal,fx,global,True,QAR,Qatari riyal,USD,United States dollar,2017-01-01T00:00:00Z
1196,C:USDRON,United States dollar - Romanian new leu,fx,global,True,RON,Romanian new leu,USD,United States dollar,2017-01-01T00:00:00Z
1197,C:USDRSD,United States dollar - Serbian dinar,fx,global,True,RSD,Serbian dinar,USD,United States dollar,2017-01-01T00:00:00Z
1198,C:USDRUB,United States dollar - Russian rouble,fx,global,True,RUB,Russian rouble,USD,United States dollar,2017-01-01T00:00:00Z
1199,C:USDRWF,United States dollar - Rwandan franc,fx,global,True,RWF,Rwandan franc,USD,United States dollar,2017-01-01T00:00:00Z
1200,C:USDSAR,United States dollar - Saudi riyal,fx,global,True,SAR,Saudi riyal,USD,United States dollar,2017-01-01T00:00:00Z
1201,C:USDSCR,United States dollar - Seychelles rupee,fx,global,True,SCR,Seychelles rupee,USD,United States dollar,2017-01-01T00:00:00Z
1202,C:USDSDD,United States dollar - Sudanese dinar,fx,global,True,SDD,Sudanese dinar,USD,United States dollar,2017-01-01T00:00:00Z
1203,C:USDSDG,United States dollar - Sudanese pound,fx,global,True,SDG,Sudanese pound,USD,United States dollar,2017-01-01T00:00:00Z
1204,C:USDSEK,United States dollar - Swedish krona,fx,global,True,SEK,Swedish krona,USD,United States dollar,2017-01-01T00:00:00Z
1205,C:USDSGD,United States dollar - Singapore dollar,fx,global,True,SGD,Singapore dollar,USD,United States dollar,2017-01-01T00:00:00Z
1206,C:USDSHP,United States dollar - Saint Helena pound,fx,global,True,SHP,Saint Helena pound,USD,United States dollar,2017-01-01T00:00:00Z
1207,C:USDSKK,United States dollar - Slovak koruna,fx,global,True,SKK,Slovak koruna,USD,United States dollar,2017-01-01T00:00:00Z
1208,C:USDSLL,United States dollar - Sierra Leonean leone,fx,global,True,SLL,Sierra Leonean leone,USD,United States dollar,2017-01-01T00:00:00Z
1209,C:USDSOS,United States dollar - Somali shilling,fx,global,True,SOS,Somali shilling,USD,United States dollar,2017-01-01T00:00:00Z
1210,C:USDSTD,United States dollar - São Tomé and Príncipe,fx,global,True,STD,São Tomé and Príncipe,USD,United States dollar,2017-01-01T00:00:00Z
1211,C:USDSVC,United States dollar - Salvadoran colón,fx,global,True,SVC,Salvadoran colón,USD,United States dollar,2017-01-01T00:00:00Z
1212,C:USDSZL,United States dollar - Swazi lilangeni,fx,global,True,SZL,Swazi lilangeni,USD,United States dollar,2017-01-01T00:00:00Z
1213,C:USDTHB,United States dollar - Thai baht,fx,global,True,THB,Thai baht,USD,United States dollar,2017-01-01T00:00:00Z
1214,C:USDTJS,United States dollar - Tajikistani somoni,fx,global,True,TJS,Tajikistani somoni,USD,United States dollar,2017-01-01T00:00:00Z
1215,C:USDTMT,United States dollar - Turkmenistani manat,fx,global,True,TMT,Turkmenistani manat,USD,United States dollar,2017-01-01T00:00:00Z
1216,C:USDTND,United States dollar - Tunisian dinar,fx,global,True,TND,Tunisian dinar,USD,United States dollar,2017-01-01T00:00:00Z
1217,C:USDTRY,United States dollar - Turkish lira,fx,global,True,TRY,Turkish lira,USD,United States dollar,2017-01-01T00:00:00Z
1218,C:USDTTD,United States dollar - Trinidad and Tobago dollar,fx,global,True,TTD,Trinidad and Tobago dollar,USD,United States dollar,2017-01-01T00:00:00Z
1219,C:USDTWD,United States dollar - New Taiwan dollar,fx,global,True,TWD,New Taiwan dollar,USD,United States dollar,2017-01-01T00:00:00Z
1220,C:USDTZS,United States dollar - Tanzanian shilling,fx,global,True,TZS,Tanzanian shilling,USD,United States dollar,2017-01-01T00:00:00Z
1221,C:USDUAH,United States dollar - Ukrainian hryvnia,fx,global,True,UAH,Ukrainian hryvnia,USD,United States dollar,2017-01-01T00:00:00Z
1222,C:USDUGX,United States dollar - Ugandan shilling,fx,global,True,UGX,Ugandan shilling,USD,United States dollar,2017-01-01T00:00:00Z
1223,C:USDUYU,United States dollar - Uruguayan peso,fx,global,True,UYU,Uruguayan peso,USD,United States dollar,2017-01-01T00:00:00Z
1224,C:USDUZS,United States dollar - Uzbekistan som,fx,global,True,UZS,Uzbekistan som,USD,United States dollar,2017-01-01T00:00:00Z
1225,C:USDVEF,United States dollar - Venezuelan bolí,fx,global,True,VEF,Venezuelan bolí,USD,United States dollar,2017-01-01T00:00:00Z
1226,C:USDVND,United States dollar - Vietnamese dong,fx,global,True,VND,Vietnamese dong,USD,United States dollar,2017-01-01T00:00:00Z
1227,C:USDXPF,United States dollar - CFP franc,fx,global,True,XPF,CFP franc,USD,United States dollar,2017-01-01T00:00:00Z
1228,C:USDYER,United States dollar - Yemeni rial,fx,global,True,YER,Yemeni rial,USD,United States dollar,2017-01-01T00:00:00Z
1229,C:USDZAR,United States dollar - South African rand,fx,global,True,ZAR,South African rand,USD,United States dollar,2017-01-01T00:00:00Z
1230,C:USDZMW,United States dollar - Zambian kwacha,fx,global,True,ZMW,Zambian kwacha,USD,United States dollar,2017-01-01T00:00:00Z
1231,C:UYUEUR,Uruguayan peso - Euro,fx,global,True,EUR,Euro,UYU,Uruguayan peso,2017-01-01T00:00:00Z
1232,C:UYUGBP,Uruguayan peso - Pound sterling,fx,global,True,GBP,Pound sterling,UYU,Uruguayan peso,2017-01-01T00:00:00Z
1233,C:UYUUSD,Uruguayan peso - United States Dollar,fx,global,True,USD,United States Dollar,UYU,Uruguayan peso,2017-01-01T00:00:00Z
1234,C:UZSCHF,Uzbekistan som - Swiss franc,fx,global,True,CHF,Swiss franc,UZS,Uzbekistan som,2017-01-01T00:00:00Z
1235,C:UZSUSD,Uzbekistan som - United States Dollar,fx,global,True,USD,United States Dollar,UZS,Uzbekistan som,2017-01-01T00:00:00Z
1236,C:VEFEUR, - ,fx,global,True,EUR,,VEF,,2017-01-01T00:00:00Z
1237,C:VEFGBP, - ,fx,global,True,GBP,,VEF,,2017-01-01T00:00:00Z
1238,C:VEFUSD, - United States Dollar,fx,global,True,USD,United States Dollar,VEF,,2017-01-01T00:00:00Z
1239,C:VNDCAD,Vietnamese dong - Canadian dollar,fx,global,True,CAD,Canadian dollar,VND,Vietnamese dong,2017-01-01T00:00:00Z
1240,C:VNDEUR,Vietnamese dong - Euro,fx,global,True,EUR,Euro,VND,Vietnamese dong,2017-01-01T00:00:00Z
1241,C:VNDJPY,Vietnamese dong - Japanese yen,fx,global,True,JPY,Japanese yen,VND,Vietnamese dong,2017-01-01T00:00:00Z
1242,C:VNDUSD,Vietnamese dong - United States Dollar,fx,global,True,USD,United States Dollar,VND,Vietnamese dong,2017-01-01T00:00:00Z
1243,C:VRLCHF,Vreneli 10F. - Swiss franc,fx,global,True,CHF,Swiss franc,VRL,Vreneli 10F.,2017-01-01T00:00:00Z
1244,C:VRNCHF,Vreneli 20F - Swiss franc,fx,global,True,CHF,Swiss franc,VRN,Vreneli 20F,2017-01-01T00:00:00Z
1245,C:XAGARS,Silver (one troy ounce) - Argentine peso,fx,global,True,ARS,Argentine peso,XAG,Silver (one troy ounce),2017-01-01T00:00:00Z
1246,C:XAGAUD,Silver (one troy ounce) - Australian dollar,fx,global,True,AUD,Australian dollar,XAG,Silver (one troy ounce),2017-01-01T00:00:00Z
1247,C:XAGBRL,Silver (one troy ounce) - Brazilian real,fx,global,True,BRL,Brazilian real,XAG,Silver (one troy ounce),2017-01-01T00:00:00Z
1248,C:XAGCAD,Silver (one troy ounce) - Canadian dollar,fx,global,True,CAD,Canadian dollar,XAG,Silver (one troy ounce),2017-01-01T00:00:00Z
1249,C:XAGCNY,Silver (one troy ounce) - Chinese yuan,fx,global,True,CNY,Chinese yuan,XAG,Silver (one troy ounce),2017-01-01T00:00:00Z
1250,C:XAGEUR,Silver (one troy ounce) - Euro,fx,global,True,EUR,Euro,XAG,Silver (one troy ounce),2017-01-01T00:00:00Z
1251,C:XAGGBP,Silver (one troy ounce) - Pound sterling,fx,global,True,GBP,Pound sterling,XAG,Silver (one troy ounce),2017-01-01T00:00:00Z
1252,C:XAGHKD,Silver (one troy ounce) - Hong Kong dollar,fx,global,True,HKD,Hong Kong dollar,XAG,Silver (one troy ounce),2017-01-01T00:00:00Z
1253,C:XAGIDR,Silver (one troy ounce) - Indonesian rupiah,fx,global,True,IDR,Indonesian rupiah,XAG,Silver (one troy ounce),2017-01-01T00:00:00Z
1254,C:XAGINR,Silver (one troy ounce) - Indian rupee,fx,global,True,INR,Indian rupee,XAG,Silver (one troy ounce),2017-01-01T00:00:00Z
1255,C:XAGJPY,Silver (one troy ounce) - Japanese yen,fx,global,True,JPY,Japanese yen,XAG,Silver (one troy ounce),2017-01-01T00:00:00Z
1256,C:XAGKCHF,Silver (kg) - Swiss franc,fx,global,True,CHF,Swiss franc,XAGK,Silver (kg),2017-01-01T00:00:00Z
1257,C:XAGKRW,Silver (one troy ounce) - South Korean won,fx,global,True,KRW,South Korean won,XAG,Silver (one troy ounce),2017-01-01T00:00:00Z
1258,C:XAGMXN,Silver (one troy ounce) - Mexican peso,fx,global,True,MXN,Mexican peso,XAG,Silver (one troy ounce),2017-01-01T00:00:00Z
1259,C:XAGRUB,Silver (one troy ounce) - Russian rouble,fx,global,True,RUB,Russian rouble,XAG,Silver (one troy ounce),2017-01-01T00:00:00Z
1260,C:XAGSAR,Silver (one troy ounce) - Saudi riyal,fx,global,True,SAR,Saudi riyal,XAG,Silver (one troy ounce),2017-01-01T00:00:00Z
1261,C:XAGTRY,Silver (one troy ounce) - Turkish lira,fx,global,True,TRY,Turkish lira,XAG,Silver (one troy ounce),2017-01-01T00:00:00Z
1262,C:XAGUSD,Silver (one troy ounce) - United States Dollar,fx,global,True,USD,United States Dollar,XAG,Silver (one troy ounce),2017-01-01T00:00:00Z
1263,C:XAGZAR,Silver (one troy ounce) - South African rand,fx,global,True,ZAR,South African rand,XAG,Silver (one troy ounce),2017-01-01T00:00:00Z
1264,C:XAUARS,Gold (one troy ounce) - Argentine peso,fx,global,True,ARS,Argentine peso,XAU,Gold (one troy ounce),2017-01-01T00:00:00Z
1265,C:XAUAUD,Gold (one troy ounce) - Australian dollar,fx,global,True,AUD,Australian dollar,XAU,Gold (one troy ounce),2017-01-01T00:00:00Z
1266,C:XAUBRL,Gold (one troy ounce) - Brazilian real,fx,global,True,BRL,Brazilian real,XAU,Gold (one troy ounce),2017-01-01T00:00:00Z
1267,C:XAUCAD,Gold (one troy ounce) - Canadian dollar,fx,global,True,CAD,Canadian dollar,XAU,Gold (one troy ounce),2017-01-01T00:00:00Z
1268,C:XAUCNY,Gold (one troy ounce) - Chinese yuan,fx,global,True,CNY,Chinese yuan,XAU,Gold (one troy ounce),2017-01-01T00:00:00Z
1269,C:XAUEUR,Gold (one troy ounce) - Euro,fx,global,True,EUR,Euro,XAU,Gold (one troy ounce),2017-01-01T00:00:00Z
1270,C:XAUGBP,Gold (one troy ounce) - Pound sterling,fx,global,True,GBP,Pound sterling,XAU,Gold (one troy ounce),2017-01-01T00:00:00Z
1271,C:XAUHKD,Gold (one troy ounce) - Hong Kong dollar,fx,global,True,HKD,Hong Kong dollar,XAU,Gold (one troy ounce),2017-01-01T00:00:00Z
1272,C:XAUIDR,Gold (one troy ounce) - Indonesian rupiah,fx,global,True,IDR,Indonesian rupiah,XAU,Gold (one troy ounce),2017-01-01T00:00:00Z
1273,C:XAUINR,Gold (one troy ounce) - Indian rupee,fx,global,True,INR,Indian rupee,XAU,Gold (one troy ounce),2017-01-01T00:00:00Z
1274,C:XAUJPY,Gold (one troy ounce) - Japanese yen,fx,global,True,JPY,Japanese yen,XAU,Gold (one troy ounce),2017-01-01T00:00:00Z
1275,C:XAUKCHF,Gold (kg) - Swiss franc,fx,global,True,CHF,Swiss franc,XAUK,Gold (kg),2017-01-01T00:00:00Z
1276,C:XAUKRW,Gold (one troy ounce) - South Korean won,fx,global,True,KRW,South Korean won,XAU,Gold (one troy ounce),2017-01-01T00:00:00Z
1277,C:XAUMXN,Gold (one troy ounce) - Mexican peso,fx,global,True,MXN,Mexican peso,XAU,Gold (one troy ounce),2017-01-01T00:00:00Z
1278,C:XAUPLN,Gold (one troy ounce) - Polish złoty,fx,global,True,PLN,Polish złoty,XAU,Gold (one troy ounce),2017-01-01T00:00:00Z
1279,C:XAURUB,Gold (one troy ounce) - Russian rouble,fx,global,True,RUB,Russian rouble,XAU,Gold (one troy ounce),2017-01-01T00:00:00Z
1280,C:XAUSAR,Gold (one troy ounce) - Saudi riyal,fx,global,True,SAR,Saudi riyal,XAU,Gold (one troy ounce),2017-01-01T00:00:00Z
1281,C:XAUTHB,Gold (one troy ounce) - Thai baht,fx,global,True,THB,Thai baht,XAU,Gold (one troy ounce),2017-01-01T00:00:00Z
1282,C:XAUTRY,Gold (one troy ounce) - Turkish lira,fx,global,True,TRY,Turkish lira,XAU,Gold (one troy ounce),2017-01-01T00:00:00Z
1283,C:XAUUSD,Gold (one troy ounce) - United States Dollar,fx,global,True,USD,United States Dollar,XAU,Gold (one troy ounce),2017-01-01T00:00:00Z
1284,C:XAUZAR,Gold (one troy ounce) - South African rand,fx,global,True,ZAR,South African rand,XAU,Gold (one troy ounce),2017-01-01T00:00:00Z
1285,C:XCDGBP,East Caribbean dollar - Pound sterling,fx,global,True,GBP,Pound sterling,XCD,East Caribbean dollar,2017-01-01T00:00:00Z
1286,C:XDRISK,Special drawing rights - Icelandic króna,fx,global,True,ISK,Icelandic króna,XDR,Special drawing rights,2017-01-01T00:00:00Z
1287,C:XPDEUR,Palladium (one troy ounce) - Euro,fx,global,True,EUR,Euro,XPD,Palladium (one troy ounce),2017-01-01T00:00:00Z
1288,C:XPDGBP,Palladium (one troy ounce) - Pound sterling,fx,global,True,GBP,Pound sterling,XPD,Palladium (one troy ounce),2017-01-01T00:00:00Z
1289,C:XPDKCHF,Palladium (kg) - Swiss franc,fx,global,True,CHF,Swiss franc,XPDK,Palladium (kg),2017-01-01T00:00:00Z
1290,C:XPDUSD,Palladium (one troy ounce) - United States Dollar,fx,global,True,USD,United States Dollar,XPD,Palladium (one troy ounce),2017-01-01T00:00:00Z
1291,C:XPFGBP,CFP franc - Pound sterling,fx,global,True,GBP,Pound sterling,XPF,CFP franc,2017-01-01T00:00:00Z
1292,C:XPFUSD,CFP franc - United States Dollar,fx,global,True,USD,United States Dollar,XPF,CFP franc,2017-01-01T00:00:00Z
1293,C:XPTEUR,Platinum (one troy ounce) - Euro,fx,global,True,EUR,Euro,XPT,Platinum (one troy ounce),2017-01-01T00:00:00Z
1294,C:XPTGBP,Platinum (one troy ounce) - Pound sterling,fx,global,True,GBP,Pound sterling,XPT,Platinum (one troy ounce),2017-01-01T00:00:00Z
1295,C:XPTKCHF,Platinum (kg) - Swiss franc,fx,global,True,CHF,Swiss franc,XPTK,Platinum (kg),2017-01-01T00:00:00Z
1296,C:XPTUSD,Platinum (one troy ounce) - United States Dollar,fx,global,True,USD,United States Dollar,XPT,Platinum (one troy ounce),2017-01-01T00:00:00Z
